Symbols,Date,Adj Close,Close,High,Low,Open,Volume
CDX,2022-05-24,23.226999282836914,23.329999923706055,23.329999923706055,23.086000442504883,23.100000381469727,14600.0
CDX,2022-05-25,23.459999084472656,23.459999084472656,23.459999084472656,23.209999084472656,23.31999969482422,39300.0
CDX,2022-05-26,23.655000686645508,23.655000686645508,23.691999435424805,23.531999588012695,23.59000015258789,13200.0
CDX,2022-05-27,23.81100082397461,23.81100082397461,23.860000610351562,23.690000534057617,23.739999771118164,5500.0
CDX,2022-05-31,23.690000534057617,23.690000534057617,23.700000762939453,23.56999969482422,23.639999389648438,30300.0
CDX,2022-06-01,23.509000778198242,23.509000778198242,23.6299991607666,23.509000778198242,23.6200008392334,8400.0
CDX,2022-06-02,23.709999084472656,23.709999084472656,23.709999084472656,23.520000457763672,23.520000457763672,12300.0
CDX,2022-06-03,23.399999618530273,23.399999618530273,23.520000457763672,23.399999618530273,23.520000457763672,133400.0
CDX,2022-06-06,23.360000610351562,23.360000610351562,23.540000915527344,23.34000015258789,23.540000915527344,10000.0
CDX,2022-06-07,23.454999923706055,23.454999923706055,23.674999237060547,23.270999908447266,23.270999908447266,4500.0
CDX,2022-06-08,23.14299964904785,23.14299964904785,23.25,23.1299991607666,23.25,18000.0
CDX,2022-06-09,22.993999481201172,22.993999481201172,23.389999389648438,22.979999542236328,23.389999389648438,6700.0
CDX,2022-06-10,22.549999237060547,22.549999237060547,22.780000686645508,22.549999237060547,22.780000686645508,21600.0
CDX,2022-06-13,22.047000885009766,22.047000885009766,22.239999771118164,21.940000534057617,22.100000381469727,14100.0
CDX,2022-06-14,22.049999237060547,22.049999237060547,22.110000610351562,22.049999237060547,22.110000610351562,4100.0
CDX,2022-06-15,22.45599937438965,22.45599937438965,22.514999389648438,22.290000915527344,22.290000915527344,99700.0
CDX,2022-06-16,22.360000610351562,22.360000610351562,22.360000610351562,22.239999771118164,22.290000915527344,18400.0
CDX,2022-06-17,22.31999969482422,22.31999969482422,22.350000381469727,22.229999542236328,22.350000381469727,1200.0
CDX,2022-06-21,22.1299991607666,22.1299991607666,22.3799991607666,22.1299991607666,22.350000381469727,41700.0
CDX,2022-06-22,22.302000045776367,22.302000045776367,22.329999923706055,22.170000076293945,22.190000534057617,3500.0
CDX,2022-06-23,22.65999984741211,22.65999984741211,22.65999984741211,22.440000534057617,22.469999313354492,59.0
EURGBP,2017-06-29,0.8791900277137756,0.8791900277137756,0.8806800246238708,0.8764700293540955,0.8793399930000305,0.0
EURGBP,2017-07-02,0.8775100111961365,0.8775100111961365,0.8789299726486206,0.8757299780845642,0.8776299953460693,0.0
EURGBP,2017-07-03,0.8782100081443787,0.8782100081443787,0.8789600133895874,0.8763999938964844,0.8784099817276001,0.0
EURGBP,2017-07-04,0.8781099915504456,0.8781099915504456,0.8807700276374817,0.8761799931526184,0.8780800104141235,0.0
EURGBP,2017-07-05,0.8773300051689148,0.8773300051689148,0.8817200064659119,0.8755999803543091,0.8773999810218811,0.0
EURGBP,2017-07-06,0.880810022354126,0.880810022354126,0.8858100175857544,0.8796899914741516,0.8806399703025818,0.0
EURGBP,2017-07-09,0.8845999836921692,0.8845999836921692,0.8857899904251099,0.8833000063896179,0.8845900297164917,0.0
EURGBP,2017-07-11,0.8921999931335449,0.8921999931335449,0.8945800065994263,0.8839600086212158,0.8922799825668335,0.0
EURGBP,2017-07-12,0.8856099843978882,0.8856099843978882,0.8873400092124939,0.8803099989891052,0.8856599926948547,0.0
EURGBP,2017-07-13,0.8807399868965149,0.8807399868965149,0.8814399838447571,0.8744900226593018,0.8807299733161926,0.0
EURGBP,2017-07-16,0.8752099871635437,0.8752099871635437,0.878600001335144,0.874459981918335,0.8751800060272217,0.0
EURGBP,2017-07-17,0.8790599703788757,0.8790599703788757,0.889769971370697,0.8784300088882446,0.8790500164031982,0.0
EURGBP,2017-07-18,0.8857600092887878,0.8857600092887878,0.8860999941825867,0.8829500079154968,0.8859000205993652,0.0
EURGBP,2017-07-19,0.88468998670578,0.88468998670578,0.8972799777984619,0.8832799792289734,0.884660005569458,0.0
EURGBP,2017-07-20,0.8968999981880188,0.8968999981880188,0.8990799784660339,0.8940100073814392,0.8968600034713745,0.0
EURGBP,2017-07-23,0.8981999754905701,0.8981999754905701,0.898140013217926,0.8920599818229675,0.898140013217926,0.0
EURGBP,2017-07-24,0.8932899832725525,0.8932899832725525,0.8958600163459778,0.8927599787712097,0.8934699892997742,0.0
EURGBP,2017-07-25,0.893809974193573,0.893809974193573,0.8944500088691711,0.8905199766159058,0.8935999870300293,0.0
EURGBP,2017-07-26,0.8942800164222717,0.8942800164222717,0.8950099945068359,0.8891100287437439,0.8943700194358826,0.0
EURGBP,2017-07-27,0.893809974193573,0.893809974193573,0.89683997631073,0.8928400278091431,0.8939399719238281,0.0
EURGBP,2017-07-30,0.8936499953269958,0.8936499953269958,0.8961399793624878,0.8932999968528748,0.8937399983406067,0.0
EURGBP,2017-07-31,0.8960300087928772,0.8960300087928772,0.8960000276565552,0.8923500180244446,0.8958200216293335,0.0
EURGBP,2017-08-01,0.8942000269889832,0.8942000269889832,0.8967000246047974,0.8934999704360962,0.8940600156784058,0.0
EURGBP,2017-08-02,0.895799994468689,0.895799994468689,0.9047999978065491,0.8926600217819214,0.8957700133323669,0.0
EURGBP,2017-08-03,0.9039899706840515,0.9039899706840515,0.9053800106048584,0.9000599980354309,0.904009997844696,0.0
EURGBP,2017-08-06,0.9027100205421448,0.9027100205421448,0.906029999256134,0.9026200175285339,0.9028000235557556,0.0
EURGBP,2017-08-07,0.9051399827003479,0.9051399827003479,0.9086400270462036,0.9039099812507629,0.905210018157959,0.0
EURGBP,2017-08-08,0.9051100015640259,0.9051100015640259,0.9054399728775024,0.9010800123214722,0.9051100015640259,0.0
EURGBP,2017-08-09,0.9038500189781189,0.9038500189781189,0.905430018901825,0.9008499979972839,0.9040399789810181,0.0
EURGBP,2017-08-10,0.9069799780845642,0.9069799780845642,0.9117000102996826,0.905210018157959,0.9068599939346313,0.0
EURGBP,2017-08-13,0.9092100262641907,0.9092100262641907,0.9097200036048889,0.9071400165557861,0.9091200232505798,0.0
EURGBP,2017-08-14,0.9082499742507935,0.9082499742507935,0.9131900072097778,0.9050999879837036,0.9081000089645386,0.0
EURGBP,2017-08-15,0.9124400019645691,0.9124400019645691,0.914139986038208,0.9085100293159485,0.9122800230979919,0.0
EURGBP,2017-08-16,0.9132800102233887,0.9132800102233887,0.9134799838066101,0.9065600037574768,0.9133700132369995,0.0
EURGBP,2017-08-17,0.9103800058364868,0.9103800058364868,0.9148600101470947,0.9092400074005127,0.9106799960136414,0.0
EURGBP,2017-08-20,0.913129985332489,0.913129985332489,0.916130006313324,0.9111400246620178,0.9133099913597107,0.0
EURGBP,2017-08-21,0.9157299995422363,0.9157299995422363,0.917460024356842,0.9154499769210815,0.9157099723815918,0.0
EURGBP,2017-08-22,0.9171900153160095,0.9171900153160095,0.9235799908638,0.9160799980163574,0.9170299768447876,0.0
EURGBP,2017-08-23,0.9229099750518799,0.9229099750518799,0.9233499765396118,0.9190199971199036,0.9228900074958801,0.0
EURGBP,2017-08-24,0.9215400218963623,0.9215400218963623,0.9229300022125244,0.9195799827575684,0.9216700196266174,0.0
EURGBP,2017-08-27,0.926069974899292,0.926069974899292,0.9267500042915344,0.9229999780654907,0.926010012626648,0.0
EURGBP,2017-08-28,0.9254099726676941,0.9254099726676941,0.9305999875068665,0.9247000217437744,0.9254999756813049,0.0
EURGBP,2017-08-29,0.9262599945068359,0.9262599945068359,0.9269000291824341,0.9215800166130066,0.9262400269508362,0.0
EURGBP,2017-08-30,0.9200999736785889,0.9200999736785889,0.9236800074577332,0.9185900092124939,0.9203400015830994,0.0
EURGBP,2017-08-31,0.9203000068664551,0.9203000068664551,0.921970009803772,0.9151399731636047,0.9203900098800659,0.0
EURGBP,2017-09-03,0.9164400100708008,0.9164400100708008,0.9216200113296509,0.9162799715995789,0.9164199829101562,0.0
EURGBP,2017-09-04,0.920199990272522,0.920199990272522,0.9212499856948853,0.9142400026321411,0.920199990272522,0.0
EURGBP,2017-09-05,0.9143000245094299,0.9143000245094299,0.9163299798965454,0.9129199981689453,0.9142500162124634,0.0
EURGBP,2017-09-06,0.9140999913215637,0.9140999913215637,0.9200900197029114,0.9135000109672546,0.9141200184822083,0.0
EURGBP,2017-09-07,0.9178699851036072,0.9178699851036072,0.9201599955558777,0.9111800193786621,0.917900025844574,0.0
EURGBP,2017-09-10,0.9105799794197083,0.9105799794197083,0.9121500253677368,0.9075300097465515,0.9105499982833862,0.0
EURGBP,2017-09-11,0.908050000667572,0.908050000667572,0.9082000255584717,0.8985599875450134,0.9080100059509277,0.0
EURGBP,2017-09-12,0.9007899761199951,0.9007899761199951,0.9037899971008301,0.8983399868011475,0.9007999897003174,0.0
EURGBP,2017-09-13,0.9000499844551086,0.9000499844551086,0.9022899866104126,0.8869900107383728,0.9001500010490417,0.0
EURGBP,2017-09-14,0.889680027961731,0.889680027961731,0.8899700045585632,0.877560019493103,0.8898500204086304,0.0
EURGBP,2017-09-17,0.879289984703064,0.879289984703064,0.885420024394989,0.8779000043869019,0.8790900111198425,0.0
EURGBP,2017-09-18,0.8848000168800354,0.8848000168800354,0.889769971370697,0.8841999769210815,0.8848000168800354,0.0
EURGBP,2017-09-19,0.8873400092124939,0.8873400092124939,0.8888000249862671,0.8830000162124634,0.8873000144958496,0.0
EURGBP,2017-09-20,0.8799399733543396,0.8799399733543396,0.8833199739456177,0.8797399997711182,0.8801900148391724,0.0
EURGBP,2017-09-21,0.879610002040863,0.879610002040863,0.8873199820518494,0.8794000148773193,0.8795899748802185,0.0
EURGBP,2017-09-24,0.8829799890518188,0.8829799890518188,0.8830500245094299,0.8775399923324585,0.8828999996185303,0.0
EURGBP,2017-09-25,0.8795899748802185,0.8795899748802185,0.8799300193786621,0.8755300045013428,0.8797000050544739,0.0
EURGBP,2017-09-26,0.8766199946403503,0.8766199946403503,0.8794900178909302,0.8746899962425232,0.8764500021934509,0.0
EURGBP,2017-09-27,0.8768600225448608,0.8768600225448608,0.880840003490448,0.8758999705314636,0.8769500255584717,0.0
EURGBP,2017-09-28,0.8772000074386597,0.8772000074386597,0.8840199708938599,0.8764500021934509,0.8771799802780151,0.0
EURGBP,2017-10-01,0.8816999793052673,0.8816999793052673,0.8867899775505066,0.8764500021934509,0.8815199732780457,0.0
EURGBP,2017-10-02,0.8838000297546387,0.8838000297546387,0.8880100250244141,0.8822100162506104,0.883840024471283,0.0
EURGBP,2017-10-03,0.88714998960495,0.88714998960495,0.8878200054168701,0.8851500153541565,0.8870800137519836,0.0
EURGBP,2017-10-04,0.8883299827575684,0.8883299827575684,0.8930699825286865,0.887499988079071,0.8884099721908569,0.0
EURGBP,2017-10-05,0.8931999802589417,0.8931999802589417,0.8991600275039673,0.893090009689331,0.8932200074195862,0.0
EURGBP,2017-10-08,0.8974400162696838,0.8974400162696838,0.897570013999939,0.8906000256538391,0.8974699974060059,0.0
EURGBP,2017-10-09,0.893339991569519,0.893339991569519,0.8952000141143799,0.8924999833106995,0.8934800028800964,0.0
EURGBP,2017-10-10,0.8942899703979492,0.8942899703979492,0.8986999988555908,0.8939899802207947,0.8942599892616272,0.0
EURGBP,2017-10-11,0.8961399793624878,0.8961399793624878,0.902999997138977,0.8949999809265137,0.8962200284004211,0.0
EURGBP,2017-10-12,0.8919699788093567,0.8919699788093567,0.892799973487854,0.8875799775123596,0.8919299840927124,0.0
EURGBP,2017-10-15,0.8888999819755554,0.8888999819755554,0.8904899954795837,0.8855800032615662,0.8890399932861328,0.0
EURGBP,2017-10-16,0.8899400234222412,0.8899400234222412,0.8925899863243103,0.8858500123023987,0.889769971370697,0.0
EURGBP,2017-10-17,0.8921999931335449,0.8921999931335449,0.8946499824523926,0.89096999168396,0.8922500014305115,0.0
EURGBP,2017-10-18,0.8926200270652771,0.8926200270652771,0.8989499807357788,0.8925899863243103,0.8925899863243103,0.0
EURGBP,2017-10-19,0.9008600115776062,0.9008600115776062,0.9021400213241577,0.8927299976348877,0.9009299874305725,0.0
EURGBP,2017-10-22,0.8910599946975708,0.8910599946975708,0.8926900029182434,0.8898000121116638,0.8910099864006042,0.0
EURGBP,2017-10-23,0.8899999856948853,0.8899999856948853,0.8967900276184082,0.8893899917602539,0.8903200030326843,0.0
EURGBP,2017-10-24,0.8953999876976013,0.8953999876976013,0.8972200155258179,0.8880599737167358,0.8956300020217896,0.0
EURGBP,2017-10-25,0.890500009059906,0.890500009059906,0.8955399990081787,0.8873599767684937,0.8906499743461609,0.0
EURGBP,2017-10-26,0.8863199949264526,0.8863199949264526,0.8900799751281738,0.8825299739837646,0.8865000009536743,0.0
EURGBP,2017-10-30,0.8835600018501282,0.8835600018501282,0.8848099708557129,0.8793100118637085,0.8835999965667725,0.0
EURGBP,2017-10-31,0.8819199800491333,0.8819199800491333,0.8822900056838989,0.8768399953842163,0.8818100094795227,0.0
EURGBP,2017-11-01,0.8765299916267395,0.8765299916267395,0.8776100277900696,0.8733999729156494,0.8766099810600281,0.0
EURGBP,2017-11-02,0.8772299885749817,0.8772299885749817,0.8936200141906738,0.8766999840736389,0.8772000074386597,0.0
EURGBP,2017-11-03,0.8928999900817871,0.8928999900817871,0.8933600187301636,0.8878499865531921,0.8931999802589417,0.0
EURGBP,2017-11-06,0.8877999782562256,0.8877999782562256,0.8888300061225891,0.8821300268173218,0.8879899978637695,0.0
EURGBP,2017-11-07,0.8812999725341797,0.8812999725341797,0.8832499980926514,0.8792200088500977,0.8813999891281128,0.0
EURGBP,2017-11-08,0.8805999755859375,0.8805999755859375,0.8861899971961975,0.8798999786376953,0.8807200193405151,0.0
EURGBP,2017-11-09,0.8840799927711487,0.8840799927711487,0.8876299858093262,0.8823999762535095,0.8840000033378601,0.0
EURGBP,2017-11-10,0.8860599994659424,0.8860599994659424,0.8870999813079834,0.8812500238418579,0.8859999775886536,0.0
EURGBP,2017-11-13,0.8888000249862671,0.8888000249862671,0.8922600150108337,0.8872500061988831,0.8888099789619446,0.0
EURGBP,2017-11-14,0.8891000151634216,0.8891000151634216,0.897379994392395,0.8889600038528442,0.8890600204467773,0.0
EURGBP,2017-11-15,0.8960999846458435,0.8960999846458435,0.9010599851608276,0.8956999778747559,0.8960400223731995,0.0
EURGBP,2017-11-17,0.8921700119972229,0.8921700119972229,0.8952900171279907,0.8898000121116638,0.8922299742698669,0.0
EURGBP,2017-11-20,0.8885999917984009,0.8885999917984009,0.8903300166130066,0.8855999708175659,0.8887500166893005,0.0
EURGBP,2017-11-21,0.8863199949264526,0.8863199949264526,0.887719988822937,0.8842499852180481,0.8863499760627747,0.0
EURGBP,2017-11-22,0.8860499858856201,0.8860499858856201,0.8890500068664551,0.8853999972343445,0.8862699866294861,0.0
EURGBP,2017-11-23,0.8870999813079834,0.8870999813079834,0.8909900188446045,0.8868100047111511,0.8872900009155273,0.0
EURGBP,2017-11-24,0.8906000256538391,0.8906000256538391,0.8950999975204468,0.8893499970436096,0.8905699849128723,0.0
EURGBP,2017-11-27,0.8950700163841248,0.8950700163841248,0.8965299725532532,0.8929299712181091,0.8952000141143799,0.0
EURGBP,2017-11-28,0.8934999704360962,0.8934999704360962,0.8980100154876709,0.8921999931335449,0.893559992313385,0.0
EURGBP,2017-11-29,0.88646000623703,0.88646000623703,0.8872799873352051,0.881850004196167,0.8865000009536743,0.0
EURGBP,2017-11-30,0.8833000063896179,0.8833000063896179,0.883899986743927,0.8776900172233582,0.8833100199699402,0.0
EURGBP,2017-12-01,0.8793500065803528,0.8793500065803528,0.8840500116348267,0.878849983215332,0.879289984703064,0.0
EURGBP,2017-12-04,0.87882000207901,0.87882000207901,0.8831499814987183,0.8755800127983093,0.8788300156593323,0.0
EURGBP,2017-12-05,0.8807600140571594,0.8807600140571594,0.8863300085067749,0.8779399991035461,0.8808599710464478,0.0
EURGBP,2017-12-06,0.881879985332489,0.881879985332489,0.885200023651123,0.8801000118255615,0.8820000290870667,0.0
EURGBP,2017-12-07,0.8813999891281128,0.8813999891281128,0.8848000168800354,0.8778200149536133,0.8815000057220459,0.0
EURGBP,2017-12-08,0.8730900287628174,0.8730900287628174,0.8805000185966492,0.8691099882125854,0.8729000091552734,0.0
EURGBP,2017-12-11,0.878600001335144,0.878600001335144,0.8838000297546387,0.877560019493103,0.8787999749183655,0.0
EURGBP,2017-12-12,0.8821899890899658,0.8821899890899658,0.8842300176620483,0.8792499899864197,0.8823500275611877,0.0
EURGBP,2017-12-13,0.8815500140190125,0.8815500140190125,0.8824999928474426,0.8782399892807007,0.8815699815750122,0.0
EURGBP,2017-12-14,0.8826299905776978,0.8826299905776978,0.8831899762153625,0.8762000203132629,0.8825799822807312,0.0
EURGBP,2017-12-15,0.8765299916267395,0.8765299916267395,0.8859099745750427,0.876230001449585,0.8765599727630615,0.0
EURGBP,2017-12-18,0.8817800283432007,0.8817800283432007,0.8838599920272827,0.8792499899864197,0.8817499876022339,0.0
EURGBP,2017-12-19,0.8805999755859375,0.8805999755859375,0.8863300085067749,0.8804900050163269,0.8806399703025818,0.0
EURGBP,2017-12-20,0.8842899799346924,0.8842899799346924,0.8877999782562256,0.8828499913215637,0.8842399716377258,0.0
EURGBP,2017-12-21,0.8882200121879578,0.8882200121879578,0.888949990272522,0.8873000144958496,0.8883399963378906,0.0
EURGBP,2017-12-22,0.8861200213432312,0.8861200213432312,0.8870900273323059,0.8835300207138062,0.8858500123023987,0.0
EURGBP,2017-12-25,0.8850799798965454,0.8850799798965454,0.8888999819755554,0.8814299702644348,0.8850799798965454,0.0
EURGBP,2017-12-26,0.8873999714851379,0.8873999714851379,0.8890100121498108,0.8867400288581848,0.8875399827957153,0.0
EURGBP,2017-12-27,0.8865299820899963,0.8865299820899963,0.8881999850273132,0.8855100274085999,0.8866999745368958,0.0
EURGBP,2017-12-28,0.8877999782562256,0.8877999782562256,0.8891199827194214,0.8866000175476074,0.8878600001335144,0.0
EURGBP,2017-12-29,0.8883200287818909,0.8883200287818909,0.8891299962997437,0.8858799934387207,0.8881999850273132,0.0
EURGBP,2018-01-01,0.8881000280380249,0.8881000280380249,0.8909000158309937,0.8876000046730042,0.8883000016212463,0.0
EURGBP,2018-01-02,0.8889200091362,0.8889200091362,0.8915500044822693,0.8861700296401978,0.8888700008392334,0.0
EURGBP,2018-01-03,0.8871999979019165,0.8871999979019165,0.889930009841919,0.8848900198936462,0.8872299790382385,0.0
EURGBP,2018-01-04,0.8888400197029114,0.8888400197029114,0.8922200202941895,0.8880000114440918,0.8888999819755554,0.0
EURGBP,2018-01-05,0.8902999758720398,0.8902999758720398,0.8907099962234497,0.8867999911308289,0.8903899788856506,0.0
EURGBP,2018-01-08,0.8866199851036072,0.8866199851036072,0.8875200152397156,0.8816099762916565,0.8865699768066406,0.0
EURGBP,2018-01-09,0.8820499777793884,0.8820499777793884,0.8832799792289734,0.8806999921798706,0.8820300102233887,0.0
EURGBP,2018-01-10,0.8815500140190125,0.8815500140190125,0.887220025062561,0.8812999725341797,0.881600022315979,0.0
EURGBP,2018-01-11,0.8847699761390686,0.8847699761390686,0.8911799788475037,0.884660005569458,0.8847000002861023,0.0
EURGBP,2018-01-12,0.8891900181770325,0.8891900181770325,0.8923299908638,0.8860200047492981,0.88919997215271,0.0
EURGBP,2018-01-15,0.8877900242805481,0.8877900242805481,0.8909100294113159,0.8872699737548828,0.887910008430481,0.0
EURGBP,2018-01-16,0.8890600204467773,0.8890600204467773,0.8898100256919861,0.8862500190734863,0.8892999887466431,0.0
EURGBP,2018-01-17,0.8892800211906433,0.8892800211906433,0.8905699849128723,0.8840699791908264,0.8892999887466431,0.0
EURGBP,2018-01-18,0.881089985370636,0.881089985370636,0.883620023727417,0.8802700042724609,0.8810399770736694,0.0
EURGBP,2018-01-19,0.8807299733161926,0.8807299733161926,0.8845999836921692,0.8805000185966492,0.88059002161026,0.0
EURGBP,2018-01-22,0.8821899890899658,0.8821899890899658,0.8825299739837646,0.8769699931144714,0.8823800086975098,0.0
EURGBP,2018-01-23,0.8765000104904175,0.8765000104904175,0.8794999718666077,0.8761000037193298,0.8764200210571289,0.0
EURGBP,2018-01-24,0.8783699870109558,0.8783699870109558,0.8786799907684326,0.8700100183486938,0.8784300088882446,0.0
EURGBP,2018-01-25,0.871399998664856,0.871399998664856,0.8760899901390076,0.8689299821853638,0.8714500069618225,0.0
